"Sex";"MaritalStatus";"Age";"Education";"Occupation";"YearsInSf";"DualIncome";"HouseholdMembers";"Under18";"HouseholdStatus";"TypeOfHome";"EthnicClass";"Language";"AnualIncome"
"2631";"Male";"5";2;"4";"6";"2";1;"5";0;"Rent";"5";"7";"1";76004
"2632";"Male";"5";2;"4";"6";"2";1;"4";0;"Live with Parents/Family";"1";"6";"1";76004
"2633";"Male";"5";2;"?";"6";"5";1;"1";0;"Rent";"3";"5";"?";76004
"2634";"2";"5";2;"4";"2";"5";1;"2";2;"Own";"1";"7";"1";9136
"2635";"2";"5";2;"5";"1";"?";1;"1";0;"Rent";"1";"7";"1";32171
"2636";"2";"5";4;"5";"1";"5";1;"2";0;"Own";"1";"7";"1";27591
"2637";"Male";"1";3;"6";"1";"?";3;"3";1;"Own";"1";"7";"1";66994
"2638";"2";"1";4;"4";"5";"?";3;"3";1;"Own";"1";"7";"1";66994
"2639";"2";"5";4;"4";"4";"5";1;"2";1;"Rent";"?";"7";"1";32171
"2640";"Male";"1";7;"5";"8";"5";3;"2";0;"Own";"1";"7";"1";76004
"2641";"2";"1";3;"6";"5";"4";3;"4";2;"Own";"1";"7";"1";66994
"2642";"Male";"1";3;"5";"1";"1";2;"2";0;"Rent";"3";"7";"?";46894
"2643";"Male";"1";3;"4";"1";"5";2;"?";0;"Rent";"3";"2";"3";32171
"2644";"2";"1";5;"5";"1";"5";2;"6";3;"Own";"1";"7";"1";46894
"2645";"2";"1";6;"5";"5";"5";3;"2";0;"Own";"1";"7";"1";76004
"2646";"2";"3";4;"4";"2";"5";1;"2";1;"Own";"1";"7";"1";66994
"2647";"2";"1";3;"4";"6";"1";2;"2";0;"Rent";"3";"7";"1";32171
"2648";"2";"3";4;"4";"1";"5";1;"3";2;"Own";"2";"7";"1";32171
"2649";"2";"1";4;"6";"1";"5";2;"3";1;"Own";"1";"7";"1";76004
"2650";"2";"5";2;"3";"9";"2";1;"5";2;"Live with Parents/Family";"1";"7";"1";76004
"2651";"2";"5";2;"5";"1";"?";1;"1";0;"Rent";"3";"7";"1";9136
"2652";"2";"5";2;"4";"6";"2";1;"4";0;"Rent";"3";"8";"1";9136
"2653";"2";"3";5;"4";"4";"5";1;"1";0;"Own";"2";"7";"1";27591
"2654";"2";"1";3;"5";"5";"3";3;"3";1;"Own";"5";"7";"1";76004
"2655";"2";"5";4;"6";"1";"4";1;"1";0;"Own";"5";"7";"1";66994
"2656";"2";"3";4;"4";"1";"5";1;"2";0;"Own";"2";"8";"?";46894
"2657";"2";"1";6;"4";"4";"5";3;"2";0;"Own";"1";"7";"1";21672
"2658";"2";"1";5;"4";"1";"5";2;"2";0;"Own";"1";"7";"1";27591
"2659";"2";"1";4;"6";"1";"5";2;"2";0;"Own";"1";"7";"1";66994
"2660";"2";"1";6;"3";"5";"5";3;"2";0;"Own";"1";"7";"1";27591
"2661";"2";"5";3;"5";"1";"2";1;"2";0;"Rent";"5";"7";"1";21672
"2662";"2";"5";3;"5";"6";"4";1;"1";0;"Rent";"3";"7";"1";19997
"2663";"2";"5";2;"3";"6";"5";1;"6";3;"Live with Parents/Family";"1";"7";"1";46894
"2664";"Male";"5";3;"5";"1";"5";1;"2";0;"Own";"1";"7";"1";66994
"2665";"Male";"1";5;"5";"1";"?";3;"4";2;"Own";"1";"7";"1";66994
"2666";"Male";"1";5;"4";"1";"4";2;"3";0;"Own";"1";"7";"1";66994
"2667";"Male";"3";4;"5";"1";"5";1;"1";0;"Own";"2";"7";"1";66994
"2668";"Male";"3";4;"6";"1";"4";1;"4";1;"Rent";"1";"7";"1";46894
"2669";"Male";"3";3;"4";"2";"5";1;"1";0;"Rent";"3";"5";"1";46894
"2670";"Male";"1";5;"6";"1";"5";2;"3";1;"Own";"1";"7";"1";66994
"2671";"Male";"1";4;"5";"1";"5";2;"3";1;"Own";"1";"7";"1";76004
"2672";"Male";"1";5;"6";"2";"5";2;"2";0;"Own";"1";"7";"1";66994
"2673";"Male";"5";6;"4";"1";"5";1;"1";0;"Own";"1";"8";"1";32171
"2674";"Male";"1";3;"4";"7";"2";2;"2";0;"Rent";"3";"7";"1";27591
"2675";"Male";"5";2;"4";"6";"2";1;"5";0;"Rent";"3";"7";"1";9136
"2676";"Male";"1";5;"5";"8";"5";1;"2";0;"Own";"1";"5";"1";32171
"2677";"Male";"1";5;"5";"1";"5";2;"2";0;"Own";"1";"6";"1";76004
"2678";"Male";"1";4;"5";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"2679";"Male";"3";7;"3";"8";"5";1;"1";0;"Rent";"5";"7";"1";11703
"2680";"Male";"1";3;"4";"1";"3";2;"2";0;"Rent";"1";"2";"3";66994
"2681";"Male";"1";7;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";27591
"2682";"2";"5";1;"1";"6";"5";1;"3";1;"Live with Parents/Family";"3";"7";"1";9136
"2683";"2";"1";5;"5";"1";"5";2;"4";2;"Own";"1";"7";"1";76004
"2684";"2";"1";5;"5";"4";"4";2;"2";0;"Own";"1";"6";"?";46894
"2685";"Male";"1";3;"5";"1";"5";3;"2";0;"Own";"1";"8";"1";66994
"2686";"2";"1";3;"5";"2";"5";2;"2";0;"Own";"1";"7";"1";66994
"2687";"2";"1";4;"5";"1";"4";2;"4";2;"Own";"?";"2";"1";76004
"2688";"Male";"2";3;"2";"3";"5";2;"2";0;"Rent";"3";"7";"1";21672
"2689";"2";"1";5;"4";"1";"5";2;"6";2;"Own";"1";"7";"1";76004
"2690";"2";"5";2;"3";"6";"3";1;"5";3;"Live with Parents/Family";"1";"7";"1";9136
"2691";"Male";"5";2;"3";"3";"5";1;"2";0;"Rent";"1";"7";"1";19997
"2692";"2";"5";2;"3";"6";"5";1;"5";5;"Live with Parents/Family";"1";"6";"1";66994
"2693";"2";"1";4;"5";"5";"5";3;"4";2;"Own";"1";"7";"1";76004
"2694";"2";"5";5;"5";"8";"5";1;"1";0;"Own";"1";"7";"1";66994
"2695";"Male";"5";2;"4";"3";"5";1;"1";0;"Rent";"3";"7";"1";19997
"2696";"2";"5";2;"4";"6";"2";1;"?";0;"Rent";"?";"7";"1";9136
"2697";"Male";"4";7;"3";"8";"5";1;"1";0;"Own";"1";"7";"1";27591
"2698";"2";"5";2;"4";"6";"4";1;"4";1;"Live with Parents/Family";"1";"7";"1";460
"2699";"2";"4";7;"3";"8";"5";1;"1";0;"Own";"5";"7";"1";11703
"2700";"2";"5";2;"4";"6";"2";1;"3";0;"Live with Parents/Family";"1";"8";"1";9136
"2701";"2";"1";7;"3";"5";"5";3;"2";0;"Own";"1";"7";"1";66994
"2702";"2";"1";3;"4";"5";"5";3;"4";2;"Own";"1";"7";"1";46894
"2703";"2";"1";6;"3";"5";"5";3;"2";0;"Own";"1";"7";"1";66994
"2704";"Male";"5";2;"4";"6";"4";1;"4";0;"Rent";"3";"7";"1";9136
"2705";"2";"3";5;"4";"1";"5";1;"2";0;"Own";"1";"7";"1";46894
"2706";"Male";"1";7;"5";"1";"5";3;"2";0;"Own";"1";"7";"1";46894
"2707";"2";"1";3;"4";"5";"3";3;"2";0;"Own";"5";"7";"1";66994
"2708";"2";"5";2;"4";"1";"5";1;"2";0;"Live with Parents/Family";"1";"7";"1";66994
"2709";"Male";"5";2;"4";"3";"5";1;"1";0;"Rent";"3";"5";"1";21672
"2710";"2";"5";2;"4";"6";"4";1;"4";0;"Live with Parents/Family";"1";"1";"1";11703
"2711";"Male";"4";7;"3";"1";"5";1;"1";0;"Own";"1";"7";"1";27591
"2712";"Male";"1";3;"4";"1";"5";2;"4";2;"Own";"1";"7";"1";32171
"2713";"2";"5";2;"4";"2";"5";1;"4";0;"Live with Parents/Family";"1";"5";"2";11703
"2714";"Male";"1";4;"5";"1";"4";2;"2";0;"Rent";"3";"7";"1";21672
"2715";"Male";"1";6;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";46894
"2716";"2";"4";7;"3";"8";"5";1;"1";0;"Own";"1";"7";"1";9136
"2717";"Male";"1";6;"4";"1";"5";3;"2";0;"Own";"1";"7";"1";66994
"2718";"2";"5";2;"4";"2";"5";1;"1";0;"Rent";"1";"7";"1";9136
"2719";"2";"4";7;"4";"8";"5";1;"1";0;"Own";"1";"7";"1";19997
"2720";"2";"1";3;"3";"1";"5";2;"2";0;"Own";"2";"6";"1";66994
"2721";"Male";"1";4;"5";"3";"2";3;"4";2;"Rent";"3";"7";"1";27591
"2722";"Male";"2";2;"4";"6";"5";1;"2";0;"Rent";"3";"7";"1";19997
"2723";"2";"2";2;"4";"6";"5";1;"2";0;"Rent";"3";"7";"1";19997
"2724";"Male";"5";2;"3";"6";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";9136
"2725";"2";"5";2;"4";"6";"5";1;"3";0;"Own";"1";"7";"1";9136
"2726";"Male";"1";4;"5";"1";"5";2;"4";1;"Own";"1";"7";"1";76004
"2727";"2";"1";7;"3";"8";"5";3;"2";0;"Own";"1";"7";"1";32171
"2728";"2";"5";2;"6";"1";"5";1;"3";0;"Live with Parents/Family";"1";"5";"?";66994
"2729";"Male";"1";4;"4";"2";"5";2;"4";2;"Rent";"1";"7";"1";76004
"2730";"Male";"5";3;"4";"1";"2";1;"3";0;"Rent";"1";"2";"1";21672
"2731";"Male";"2";3;"5";"1";"5";1;"2";0;"Rent";"3";"7";"1";27591
"2732";"Male";"5";2;"4";"1";"5";1;"5";1;"Live with Parents/Family";"1";"7";"1";66994
"2733";"2";"1";7;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";27591
"2734";"2";"5";3;"4";"4";"5";1;"5";2;"Live with Parents/Family";"1";"2";"1";19997
"2735";"Male";"1";5;"6";"8";"3";3;"9";2;"Own";"1";"7";"1";76004
"2736";"Male";"5";2;"4";"6";"5";1;"4";1;"Live with Parents/Family";"1";"2";"1";27591
"2737";"Male";"1";4;"3";"5";"2";2;"3";1;"Own";"1";"2";"1";32171
"2738";"2";"4";7;"4";"8";"5";1;"1";0;"Own";"1";"7";"1";11703
"2739";"Male";"5";4;"4";"1";"5";1;"1";0;"Rent";"?";"5";"1";32171
"2740";"2";"5";2;"5";"4";"3";1;"5";1;"Rent";"1";"6";"1";11703
"2741";"2";"5";2;"3";"2";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";46894
"2742";"2";"5";2;"4";"6";"2";1;"2";0;"Own";"3";"7";"3";76004
"2743";"Male";"3";4;"4";"1";"5";1;"1";0;"Own";"1";"8";"1";46894
"2744";"Male";"5";2;"4";"3";"4";1;"1";0;"Own";"2";"5";"1";32171
"2745";"Male";"1";4;"6";"1";"5";2;"4";2;"Own";"1";"3";"1";76004
"2746";"Male";"5";4;"4";"1";"5";1;"3";0;"Rent";"1";"7";"1";66994
"2747";"Male";"5";5;"4";"4";"5";1;"1";0;"Rent";"3";"7";"1";21672
"2748";"Male";"3";3;"4";"9";"5";1;"3";0;"Live with Parents";"1";"7";"1";9136
"2749";"2";"3";4;"5";"1";"5";1;"3";2;"Own";"1";"7";"1";46894
"2750";"2";"4";7;"3";"4";"5";1;"1";0;"Own";"2";"7";"1";46894
"2751";"Male";"1";4;"4";"1";"5";2;"2";1;"Own";"1";"2";"3";76004
"2752";"Male";"1";3;"4";"1";"5";3;"3";1;"Own";"1";"7";"1";32171
"2753";"Male";"1";7;"3";"?";"?";3;"2";0;"Own";"1";"7";"1";32171
"2754";"2";"1";6;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";32171
"2755";"2";"1";4;"4";"4";"5";2;"4";2;"Own";"1";"7";"1";76004
"2756";"Male";"1";4;"4";"2";"5";2;"6";2;"Own";"1";"5";"1";46894
"2757";"Male";"1";4;"5";"?";"?";2;"3";0;"Own";"1";"7";"1";76004
"2758";"Male";"3";4;"6";"1";"5";1;"?";0;"Rent";"3";"7";"1";66994
"2759";"2";"4";7;"5";"8";"5";1;"1";0;"Own";"2";"7";"1";46894
"2760";"2";"1";6;"4";"8";"5";3;"2";0;"Own";"?";"7";"1";32171
"2761";"2";"1";7;"4";"5";"5";3;"2";0;"Own";"?";"7";"1";66994
"2762";"2";"1";5;"4";"2";"5";3;"2";0;"Own";"1";"7";"1";76004
"2763";"2";"1";4;"4";"1";"5";2;"4";2;"Rent";"1";"7";"1";46894
"2764";"2";"3";4;"3";"4";"2";1;"1";0;"Rent";"3";"3";"1";21672
"2765";"2";"1";4;"4";"1";"4";2;"3";1;"Rent";"1";"7";"1";76004
"2766";"2";"1";6;"5";"1";"5";3;"2";0;"Own";"1";"7";"1";32171
"2767";"2";"5";2;"4";"6";"5";1;"5";1;"Live with Parents/Family";"1";"7";"3";9136
"2768";"Male";"5";1;"2";"6";"5";1;"5";1;"Live with Parents/Family";"1";"7";"1";9136
"2769";"2";"5";4;"3";"1";"3";1;"1";0;"Rent";"3";"7";"1";32171
"2770";"Male";"1";5;"6";"1";"5";2;"3";1;"Own";"1";"7";"1";76004
"2771";"2";"1";6;"4";"2";"5";2;"3";0;"Own";"1";"7";"1";76004
"2772";"Male";"5";3;"5";"1";"5";1;"1";0;"Rent";"3";"7";"1";46894
"2773";"2";"1";6;"3";"4";"5";3;"2";0;"Own";"1";"7";"1";32171
"2774";"2";"5";2;"3";"1";"5";1;"3";0;"Live with Parents/Family";"1";"2";"1";21672
"2775";"Male";"1";3;"4";"3";"5";2;"2";0;"Live with Parents/Family";"1";"5";"1";66994
"2776";"Male";"1";5;"5";"1";"5";2;"3";0;"Own";"1";"7";"1";76004
"2777";"2";"5";2;"4";"6";"2";1;"?";0;"?";"?";"3";"1";9136
"2778";"2";"2";4;"4";"1";"5";1;"2";0;"Own";"1";"7";"1";66994
"2779";"2";"1";7;"4";"1";"5";3;"2";0;"Own";"1";"7";"1";66994
"2780";"Male";"5";2;"4";"6";"5";1;"8";4;"Live with Parents/Family";"1";"7";"1";76004
"2781";"Male";"1";5;"4";"1";"5";3;"2";0;"Own";"1";"7";"1";76004
"2782";"Male";"5";2;"4";"6";"5";1;"5";2;"Live with Parents/Family";"1";"7";"1";76004
"2783";"Male";"5";3;"4";"1";"5";1;"1";0;"Rent";"1";"7";"1";19997
"2784";"Male";"5";3;"4";"1";"5";1;"1";0;"Rent";"3";"7";"3";27591
"2785";"Male";"2";3;"4";"1";"5";1;"2";0;"Rent";"3";"5";"1";27591
"2786";"2";"1";3;"3";"1";"?";2;"2";0;"Rent";"5";"7";"1";9136
"2787";"2";"1";6;"4";"1";"5";3;"2";0;"Own";"1";"7";"1";76004
"2788";"2";"5";3;"5";"1";"5";1;"1";0;"Rent";"3";"7";"1";32171
"2789";"2";"3";6;"4";"1";"5";1;"2";0;"Own";"1";"7";"1";27591
"2790";"2";"2";2;"4";"2";"2";2;"2";0;"Rent";"2";"7";"1";21672
"2791";"Male";"1";3;"4";"3";"5";2;"3";1;"Rent";"1";"5";"1";46894
"2792";"2";"1";6;"4";"4";"5";3;"3";0;"Own";"1";"7";"1";46894
"2793";"Male";"1";7;"6";"8";"5";3;"3";0;"Own";"1";"7";"1";46894
"2794";"Male";"1";7;"3";"8";"5";3;"2";0;"Own";"1";"7";"1";46894
"2795";"2";"1";6;"3";"3";"5";3;"4";0;"Own";"1";"5";"1";32171
"2796";"Male";"1";7;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";27591
"2797";"Male";"1";7;"5";"8";"5";3;"2";0;"Live with Parents/Family";"1";"7";"1";21672
"2798";"Male";"1";7;"4";"8";"5";3;"2";0;"Own";"?";"7";"1";32171
"2799";"Male";"5";6;"5";"8";"5";1;"5";0;"?";"5";"7";"1";21672
"2800";"2";"3";5;"4";"1";"5";1;"2";0;"Own";"1";"7";"1";66994
"2801";"Male";"1";4;"6";"1";"?";3;"5";3;"Own";"1";"7";"1";76004
"2802";"2";"?";6;"?";"8";"5";3;"?";0;"Live with Parents/Family";"?";"7";"1";21672
"2803";"Male";"4";7;"4";"8";"5";1;"1";0;"Own";"1";"7";"1";11703
"2804";"Male";"1";7;"4";"1";"5";2;"2";0;"Rent";"3";"7";"1";76004
"2805";"2";"1";6;"5";"8";"5";3;"2";0;"Own";"1";"7";"1";66994
"2806";"2";"1";6;"6";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"2807";"Male";"1";7;"6";"8";"5";3;"2";0;"Own";"1";"7";"1";66994
"2808";"2";"1";6;"5";"5";"5";3;"2";0;"Own";"5";"7";"1";66994
"2809";"2";"1";6;"6";"1";"5";3;"2";0;"Own";"1";"7";"1";76004
"2810";"Male";"5";1;"2";"8";"2";1;"1";1;"?";"?";"7";"1";9136
"2811";"Male";"5";1;"2";"6";"3";1;"5";3;"Live with Parents/Family";"1";"2";"3";9136
"2812";"2";"5";1;"2";"9";"5";1;"2";1;"Live with Parents/Family";"2";"7";"1";9136
"2813";"Male";"5";1;"1";"6";"3";1;"5";3;"Live with Parents/Family";"1";"2";"3";9136
"2814";"Male";"5";2;"4";"6";"1";1;"3";0;"Live with Parents/Family";"1";"7";"1";19997
"2815";"2";"1";3;"4";"1";"5";2;"2";0;"Own";"1";"1";"1";21672
"2816";"2";"5";2;"4";"6";"5";1;"3";2;"Live with Parents/Family";"1";"7";"1";9136
"2817";"Male";"5";5;"6";"1";"5";1;"1";0;"Rent";"1";"7";"1";21672
"2818";"2";"1";3;"5";"2";"1";3;"2";0;"Rent";"3";"7";"1";46894
"2819";"Male";"5";3;"6";"2";"4";1;"1";0;"Own";"1";"2";"3";32171
"2820";"Male";"5";2;"3";"6";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";19997
"2821";"2";"5";3;"4";"1";"5";1;"4";2;"Own";"1";"7";"1";32171
"2822";"Male";"5";2;"3";"2";"5";1;"4";0;"Rent";"1";"7";"1";11703
"2823";"Male";"5";3;"5";"1";"5";1;"1";0;"Own";"?";"7";"1";27591
"2824";"Male";"5";2;"4";"6";"5";1;"3";0;"Rent";"1";"7";"1";9136
"2825";"2";"5";2;"4";"6";"2";1;"2";2;"Rent";"5";"7";"1";9136
"2826";"2";"5";2;"4";"2";"1";1;"4";1;"Live with Parents/Family";"1";"7";"1";9136
"2827";"2";"2";3;"4";"1";"5";1;"2";0;"Rent";"3";"8";"1";32171
"2828";"2";"5";2;"4";"2";"4";1;"2";0;"Rent";"1";"7";"1";11703
"2829";"Male";"3";5;"5";"7";"5";1;"1";0;"Own";"1";"2";"1";46894
"2830";"Male";"5";3;"6";"6";"2";1;"4";0;"Live with Parents/Family";"1";"2";"1";9136
"2831";"2";"1";2;"3";"1";"2";3;"6";2;"Rent";"1";"2";"3";21672
"2832";"2";"5";2;"4";"6";"5";1;"2";0;"Rent";"3";"3";"1";9136
"2833";"Male";"5";3;"5";"1";"5";1;"1";0;"Rent";"3";"3";"1";19997
"2834";"2";"4";5;"6";"1";"5";1;"1";0;"Own";"2";"3";"1";32171
"2835";"Male";"5";4;"4";"9";"5";1;"5";0;"Live with Parents/Family";"1";"7";"3";19997
"2836";"Male";"5";2;"2";"2";"5";1;"3";0;"Rent";"1";"7";"1";9136
"2837";"Male";"1";3;"6";"1";"4";2;"2";0;"Own";"1";"7";"1";76004
"2838";"2";"1";3;"5";"1";"5";2;"2";0;"Own";"1";"7";"1";66994
"2839";"Male";"1";3;"5";"2";"5";2;"2";0;"Own";"1";"7";"1";66994
"2840";"Male";"5";2;"2";"2";"5";1;"4";0;"Live with Parents/Family";"1";"7";"1";66994
"2841";"2";"1";3;"5";"1";"2";3;"2";0;"Own";"1";"7";"1";76004
"2842";"2";"5";2;"3";"6";"1";1;"4";0;"Live with Parents/Family";"1";"7";"1";66994
"2843";"2";"3";4;"5";"9";"2";1;"3";1;"Rent";"2";"7";"1";9136
"2844";"Male";"5";5;"3";"3";"?";1;"1";0;"Rent";"4";"7";"1";21672
"2845";"2";"1";3;"5";"1";"1";2;"2";0;"Rent";"3";"7";"1";27591
"2846";"2";"2";5;"6";"1";"5";1;"1";0;"Own";"1";"7";"1";66994
"2847";"2";"1";4;"5";"1";"?";2;"3";1;"Own";"1";"7";"1";66994
"2848";"Male";"5";2;"2";"6";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";66994
"2849";"2";"1";3;"4";"5";"5";3;"3";1;"Own";"1";"7";"1";66994
"2850";"2";"5";2;"4";"2";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";66994
"2851";"2";"5";2;"4";"6";"?";1;"3";1;"Live with Parents/Family";"1";"7";"1";76004
"2852";"Male";"5";2;"4";"6";"3";1;"?";0;"Live with Parents/Family";"1";"7";"1";66994
"2853";"Male";"5";3;"5";"1";"3";1;"2";0;"Rent";"1";"7";"1";66994
"2854";"Male";"1";5;"4";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"2855";"2";"1";4;"6";"1";"3";2;"3";1;"Own";"2";"7";"1";76004
"2856";"2";"2";3;"4";"1";"5";1;"2";0;"Rent";"3";"7";"1";66994
"2857";"2";"3";4;"6";"1";"5";1;"1";0;"Own";"1";"7";"1";76004
"2858";"2";"1";5;"6";"1";"5";2;"2";0;"Own";"5";"7";"1";76004
"2859";"2";"1";4;"4";"5";"2";3;"4";2;"Rent";"1";"7";"1";76004
"2860";"Male";"5";2;"5";"9";"5";1;"3";0;"Live with Parents/Family";"?";"2";"1";76004
"2861";"2";"1";5;"6";"1";"5";2;"3";0;"Own";"1";"7";"1";66994
"2862";"Male";"1";4;"6";"1";"5";3;"2";0;"Own";"2";"3";"1";76004
"2863";"2";"1";4;"3";"1";"4";2;"4";2;"Own";"1";"8";"1";66994
"2864";"Male";"1";4;"4";"2";"5";2;"4";2;"Own";"1";"7";"1";66994
"2865";"Male";"5";6;"5";"1";"5";1;"2";0;"Own";"1";"2";"1";46894
"2866";"2";"3";3;"3";"4";"5";1;"4";2;"Rent";"3";"7";"1";27591
"2867";"2";"5";3;"3";"9";"5";1;"2";0;"Rent";"1";"7";"1";9136
"2868";"2";"5";2;"3";"6";"5";1;"4";2;"Rent";"3";"7";"1";27591
"2869";"2";"1";5;"5";"1";"5";2;"2";0;"Rent";"2";"7";"1";46894
"2870";"Male";"1";3;"5";"1";"4";2;"2";0;"Own";"1";"7";"1";66994
"2871";"Male";"3";3;"4";"4";"5";1;"1";0;"Rent";"1";"7";"?";27591
"2872";"2";"5";1;"2";"6";"3";1;"3";1;"Live with Parents/Family";"1";"7";"1";9136
"2873";"2";"5";2;"4";"6";"2";1;"3";0;"Live with Parents/Family";"1";"7";"1";9136
"2874";"Male";"1";4;"4";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"2875";"Male";"1";4;"6";"1";"4";3;"4";2;"Own";"1";"2";"1";76004
"2876";"2";"5";2;"3";"4";"?";1;"3";0;"Live with Parents/Family";"1";"7";"1";66994
"2877";"2";"5";2;"3";"4";"5";1;"7";2;"Own";"1";"5";"1";9136
"2878";"Male";"3";4;"3";"1";"3";1;"5";2;"Own";"2";"7";"1";76004
"2879";"Male";"1";7;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";66994
"2880";"Male";"5";2;"4";"6";"5";1;"5";2;"Live with Parents/Family";"1";"5";"1";66994
"2881";"Male";"5";3;"6";"1";"2";1;"1";0;"Rent";"3";"7";"1";66994
"2882";"2";"5";2;"3";"2";"4";1;"4";1;"Live with Parents/Family";"2";"7";"1";27591
"2883";"2";"5";1;"5";"9";"5";1;"6";2;"Own";"1";"5";"2";46894
"2884";"2";"5";2;"3";"6";"5";1;"1";0;"Rent";"3";"7";"1";9136
"2885";"2";"5";2;"2";"6";"5";1;"4";0;"Live with Parents/Family";"1";"7";"1";9136
"2886";"2";"5";2;"5";"1";"5";1;"4";0;"Live with Parents/Family";"1";"7";"1";27591
"2887";"2";"5";3;"5";"1";"1";1;"?";0;"Rent";"3";"7";"1";21672
"2888";"2";"3";7;"4";"8";"5";1;"1";0;"Rent";"3";"7";"1";32171
"2889";"Male";"1";4;"6";"1";"5";2;"2";0;"Own";"5";"7";"1";76004
"2890";"2";"1";4;"4";"1";"5";2;"2";0;"Own";"5";"7";"1";76004
"2891";"Male";"1";7;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";46894
"2892";"2";"5";2;"4";"2";"5";1;"4";0;"Live with Parents/Family";"1";"7";"1";76004
"2893";"2";"1";4;"4";"2";"5";2;"3";1;"Own";"1";"3";"?";27591
"2894";"2";"5";2;"3";"2";"5";1;"3";1;"Live with Parents/Family";"2";"7";"1";46894
"2895";"2";"5";2;"5";"4";"2";1;"2";0;"Rent";"3";"7";"1";11703
"2896";"Male";"5";3;"5";"1";"3";1;"2";0;"Own";"1";"7";"1";32171
"2897";"2";"5";2;"4";"6";"4";1;"1";0;"Rent";"3";"7";"1";9136
"2898";"2";"1";3;"4";"5";"5";2;"3";1;"Own";"1";"5";"1";46894
"2899";"2";"1";4;"4";"1";"4";2;"2";0;"Own";"2";"7";"1";76004
"2900";"2";"5";3;"6";"1";"5";1;"1";0;"Rent";"5";"7";"1";27591
"2901";"Male";"5";2;"4";"2";"5";1;"5";2;"Live with Parents/Family";"1";"8";"1";76004
"2902";"2";"5";3;"4";"1";"2";1;"1";0;"Rent";"3";"7";"1";32171
"2903";"Male";"2";3;"6";"1";"5";1;"2";0;"Rent";"3";"7";"1";32171
"2904";"Male";"1";4;"5";"1";"4";3;"5";1;"Own";"1";"7";"1";66994
"2905";"2";"2";2;"4";"6";"2";1;"2";0;"Own";"1";"7";"1";9136
"2906";"Male";"5";7;"6";"8";"4";1;"1";0;"Own";"1";"7";"1";11703
"2907";"2";"2";3;"6";"1";"3";1;"2";0;"Rent";"3";"7";"1";66994
"2908";"2";"1";3;"5";"1";"4";2;"2";0;"Own";"1";"7";"1";66994
"2909";"Male";"1";4;"6";"1";"5";2;"2";0;"Own";"1";"7";"1";66994
"2910";"2";"1";4;"6";"1";"5";2;"2";0;"Own";"1";"7";"1";66994
"2911";"Male";"5";3;"5";"6";"5";1;"1";0;"Rent";"3";"2";"1";11703
"2912";"2";"1";3;"4";"6";"5";3;"3";1;"Own";"1";"7";"1";76004
"2913";"Male";"1";6;"6";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"2914";"2";"3";3;"4";"4";"5";1;"2";1;"Rent";"3";"7";"1";32171
"2915";"2";"3";4;"6";"1";"5";1;"1";0;"Own";"2";"7";"1";46894
"2916";"2";"1";5;"4";"2";"5";2;"2";0;"Own";"1";"7";"1";66994
"2917";"2";"1";5;"4";"5";"3";3;"3";1;"Own";"1";"7";"1";76004
"2918";"Male";"5";1;"2";"2";"5";1;"6";2;"Live with Parents/Family";"1";"7";"1";9136
"2919";"Male";"5";1;"2";"6";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";9136
"2920";"2";"5";2;"5";"1";"3";1;"4";0;"Live with Parents/Family";"1";"7";"1";76004
"2921";"Male";"3";4;"6";"1";"5";1;"3";2;"Own";"1";"7";"1";46894
"2922";"2";"1";3;"6";"6";"3";2;"2";0;"Own";"1";"7";"1";66994
"2923";"Male";"1";4;"6";"1";"4";2;"2";0;"Own";"2";"6";"1";76004
"2924";"9";"5";3;"5";"1";"5";1;"3";0;"Rent";"1";"7";"2";76004
"2925";"Male";"5";2;"5";"1";"5";1;"3";0;"Rent";"2";"7";"1";32171
"2926";"Male";"3";4;"6";"1";"2";1;"1";0;"Rent";"5";"7";"1";46894
"2927";"Male";"5";2;"3";"6";"1";1;"1";0;"Rent";"3";"7";"1";9136
"2928";"Male";"5";2;"2";"9";"5";1;"4";0;"Own";"1";"7";"1";11703
"2929";"2";"1";2;"4";"1";"?";2;"2";2;"Rent";"3";"2";"1";46894
"2930";"2";"3";5;"3";"5";"5";1;"1";0;"Own";"?";"7";"1";21672
"2931";"Male";"5";2;"4";"6";"3";1;"4";0;"Own";"1";"6";"1";11703
"2932";"2";"5";3;"4";"4";"3";1;"4";0;"Own";"1";"2";"3";21672
